  0.1000000000000000D+04  0
  0.5000000000000000D+03  1
  0.2500000000000000D+03  2
  0.1250000000000000D+03  3
  0.6250000000000000D+02  4
  0.3125000000000000D+02  5
  0.1562500000000000D+02  6
  0.7812500000000000D+01  7
  0.3906250000000000D+01  8
  0.1953125000000000D+01  9
  0.9765625000000000D+00 10
  0.1464843750000000D+01 11
  0.1220703125000000D+01 12
  0.1098632812500000D+01 13
  0.1037597656250000D+01 14
  0.1007080078125000D+01 15
  0.9918212890625000D+00 16
  0.9994506835937500D+00 17
  0.1003265380859375D+01 18
  0.1001358032226562D+01 19
  0.1000404357910156D+01 20
  0.9999275207519531D+00 21
  0.1000165939331055D+01 22
  0.1000046730041504D+01 23
  0.9999871253967285D+00 24
  0.1000016927719116D+01 25
  0.1000002026557922D+01 26
  0.9999945759773254D+00 27
  0.9999983012676239D+00 28
  0.1000000163912773D+01 29
  0.9999992325901985D+00 30
  0.9999996982514858D+00 31
  0.9999999310821295D+00 32
  0.1000000047497451D+01 33
  0.9999999892897904D+00 34
  0.1000000018393621D+01 35
  0.1000000003841706D+01 36
  0.9999999965657480D+00 37
  0.1000000000203727D+01 38
  0.9999999983847374D+00 39
  0.9999999992942321D+00 40
  0.9999999997489795D+00 41
  0.9999999999763531D+00 42
  0.1000000000090040D+01 43
  0.1000000000033197D+01 44
  0.1000000000004775D+01 45
  0.9999999999905640D+00 46
  0.9999999999976694D+00 47
  0.1000000000001222D+01 48
  0.9999999999994458D+00 49
  0.1000000000000334D+01 50
  0.9999999999998899D+00 51
  0.1000000000000112D+01 52
  0.1000000000000001D+01 53
  0.9999999999999454D+00 54
  0.9999999999999731D+00 55
  0.9999999999999870D+00 56
  0.9999999999999940D+00 57
  0.9999999999999974D+00 58
  0.9999999999999991D+00 59
  0.1000000000000000D+01 60
