 -0.4031789543367728E+01  0.3793191268575841E+01 -0.2748827566886370E+01
 -0.3577066295437859E+01  0.2528794179050561E+01 -0.3319032484403589E+01
 -0.2439845277598758E+01  0.2528794179050561E+01 -0.4225935983408035E+01
 -0.1782751146026885E+01  0.3793191268575841E+01 -0.4542375839340425E+01
 -0.3646597318627028E+00  0.3793191268575841E+01 -0.4866045950712099E+01
  0.3646597318627011E+00  0.2528794179050561E+01 -0.4866045950712099E+01
  0.1782751146026879E+01  0.2528794179050561E+01 -0.4542375839340426E+01
  0.2439845277598756E+01  0.3793191268575841E+01 -0.4225935983408036E+01
  0.3577066295437858E+01  0.3793191268575841E+01 -0.3319032484403591E+01
  0.4031789543367726E+01  0.2528794179050561E+01 -0.2748827566886373E+01
  0.4662899595198216E+01  0.2528794179050561E+01 -0.1438314040668487E+01
  0.4825188443418911E+01  0.3793191268575841E+01 -0.7272801385851116E+00
  0.4825188443418911E+01  0.6321985447626401E+01  0.7272801385851119E+00
  0.4662899595198216E+01  0.5057588358101121E+01  0.1438314040668484E+01
  0.4031789543367728E+01  0.5057588358101121E+01  0.2748827566886370E+01
  0.3577066295437860E+01  0.6321985447626401E+01  0.3319032484403589E+01
  0.2439845277598756E+01  0.6321985447626401E+01  0.4225935983408036E+01
  0.1782751146026881E+01  0.5057588358101121E+01  0.4542375839340425E+01
  0.3646597318627012E+00  0.5057588358101121E+01  0.4866045950712099E+01
 -0.3646597318626995E+00  0.6321985447626401E+01  0.4866045950712099E+01
 -0.1782751146026882E+01  0.6321985447626401E+01  0.4542375839340425E+01
 -0.2439845277598755E+01  0.5057588358101121E+01  0.4225935983408037E+01
 -0.3577066295437860E+01  0.5057588358101121E+01  0.3319032484403589E+01
 -0.4031789543367728E+01  0.6321985447626401E+01  0.2748827566886371E+01
 -0.4662899595198216E+01  0.6321985447626401E+01  0.1438314040668486E+01
 -0.4825188443418911E+01  0.5057588358101121E+01  0.7272801385851133E+00
 -0.4825188443418912E+01  0.5057588358101121E+01 -0.7272801385851099E+00
 -0.4662899595198217E+01  0.6321985447626401E+01 -0.1438314040668483E+01
 -0.4031789543367728E+01  0.6321985447626401E+01 -0.2748827566886370E+01
 -0.3577066295437859E+01  0.5057588358101121E+01 -0.3319032484403589E+01
 -0.2439845277598758E+01  0.5057588358101121E+01 -0.4225935983408035E+01
 -0.1782751146026885E+01  0.6321985447626401E+01 -0.4542375839340425E+01
 -0.3646597318627028E+00  0.6321985447626401E+01 -0.4866045950712099E+01
  0.3646597318627011E+00  0.5057588358101121E+01 -0.4866045950712099E+01
  0.1782751146026879E+01  0.5057588358101121E+01 -0.4542375839340426E+01
  0.2439845277598756E+01  0.6321985447626401E+01 -0.4225935983408036E+01
  0.3577066295437858E+01  0.6321985447626401E+01 -0.3319032484403591E+01
  0.4031789543367726E+01  0.5057588358101121E+01 -0.2748827566886373E+01
  0.4662899595198216E+01  0.5057588358101121E+01 -0.1438314040668487E+01
  0.4825188443418911E+01  0.6321985447626401E+01 -0.7272801385851116E+00
  0.4825188443418911E+01  0.8850779626676962E+01  0.7272801385851119E+00
  0.4662899595198216E+01  0.7586382537151683E+01  0.1438314040668484E+01
  0.4031789543367728E+01  0.7586382537151683E+01  0.2748827566886370E+01
  0.3577066295437860E+01  0.8850779626676962E+01  0.3319032484403589E+01
  0.2439845277598756E+01  0.8850779626676962E+01  0.4225935983408036E+01
  0.1782751146026881E+01  0.7586382537151683E+01  0.4542375839340425E+01
  0.3646597318627012E+00  0.7586382537151683E+01  0.4866045950712099E+01
 -0.3646597318626995E+00  0.8850779626676962E+01  0.4866045950712099E+01
 -0.1782751146026882E+01  0.8850779626676962E+01  0.4542375839340425E+01
 -0.2439845277598755E+01  0.7586382537151683E+01  0.4225935983408037E+01
 -0.3577066295437860E+01  0.7586382537151683E+01  0.3319032484403589E+01
 -0.4031789543367728E+01  0.8850779626676962E+01  0.2748827566886371E+01
 -0.4662899595198216E+01  0.8850779626676962E+01  0.1438314040668486E+01
 -0.4825188443418911E+01  0.7586382537151683E+01  0.7272801385851133E+00
 -0.4825188443418912E+01  0.7586382537151683E+01 -0.7272801385851099E+00
 -0.4662899595198217E+01  0.8850779626676962E+01 -0.1438314040668483E+01
 -0.4031789543367728E+01  0.8850779626676962E+01 -0.2748827566886370E+01
 -0.3577066295437859E+01  0.7586382537151683E+01 -0.3319032484403589E+01
 -0.2439845277598758E+01  0.7586382537151683E+01 -0.4225935983408035E+01
 -0.1782751146026885E+01  0.8850779626676962E+01 -0.4542375839340425E+01
 -0.3646597318627028E+00  0.8850779626676962E+01 -0.4866045950712099E+01
  0.3646597318627011E+00  0.7586382537151683E+01 -0.4866045950712099E+01
  0.1782751146026879E+01  0.7586382537151683E+01 -0.4542375839340426E+01
  0.2439845277598756E+01  0.8850779626676962E+01 -0.4225935983408036E+01
  0.3577066295437858E+01  0.8850779626676962E+01 -0.3319032484403591E+01
  0.4031789543367726E+01  0.7586382537151683E+01 -0.2748827566886373E+01
  0.4662899595198216E+01  0.7586382537151683E+01 -0.1438314040668487E+01
  0.4825188443418911E+01  0.8850779626676962E+01 -0.7272801385851116E+00
  0.4825188443418911E+01  0.1137957380572752E+02  0.7272801385851119E+00
  0.4662899595198216E+01  0.1011517671620224E+02  0.1438314040668484E+01
  0.4031789543367728E+01  0.1011517671620224E+02  0.2748827566886370E+01
  0.3577066295437860E+01  0.1137957380572752E+02  0.3319032484403589E+01
  0.2439845277598756E+01  0.1137957380572752E+02  0.4225935983408036E+01
  0.1782751146026881E+01  0.1011517671620224E+02  0.4542375839340425E+01
  0.3646597318627012E+00  0.1011517671620224E+02  0.4866045950712099E+01
 -0.3646597318626995E+00  0.1137957380572752E+02  0.4866045950712099E+01
 -0.1782751146026882E+01  0.1137957380572752E+02  0.4542375839340425E+01
 -0.2439845277598755E+01  0.1011517671620224E+02  0.4225935983408037E+01
 -0.3577066295437860E+01  0.1011517671620224E+02  0.3319032484403589E+01
 -0.4031789543367728E+01  0.1137957380572752E+02  0.2748827566886371E+01
 -0.4662899595198216E+01  0.1137957380572752E+02  0.1438314040668486E+01
 -0.4825188443418911E+01  0.1011517671620224E+02  0.7272801385851133E+00
 -0.4825188443418912E+01  0.1011517671620224E+02 -0.7272801385851099E+00
 -0.4662899595198217E+01  0.1137957380572752E+02 -0.1438314040668483E+01
 -0.4031789543367728E+01  0.1137957380572752E+02 -0.2748827566886370E+01
 -0.3577066295437859E+01  0.1011517671620224E+02 -0.3319032484403589E+01
 -0.2439845277598758E+01  0.1011517671620224E+02 -0.4225935983408035E+01
 -0.1782751146026885E+01  0.1137957380572752E+02 -0.4542375839340425E+01
 -0.3646597318627028E+00  0.1137957380572752E+02 -0.4866045950712099E+01
  0.3646597318627011E+00  0.1011517671620224E+02 -0.4866045950712099E+01
  0.1782751146026879E+01  0.1011517671620224E+02 -0.4542375839340426E+01
  0.2439845277598756E+01  0.1137957380572752E+02 -0.4225935983408036E+01
  0.3577066295437858E+01  0.1137957380572752E+02 -0.3319032484403591E+01
  0.4031789543367726E+01  0.1011517671620224E+02 -0.2748827566886373E+01
  0.4662899595198216E+01  0.1011517671620224E+02 -0.1438314040668487E+01
  0.4825188443418911E+01  0.1137957380572752E+02 -0.7272801385851116E+00
  0.4825188443418911E+01  0.1390836798477808E+02  0.7272801385851119E+00
  0.4662899595198216E+01  0.1264397089525280E+02  0.1438314040668484E+01
  0.4031789543367728E+01  0.1264397089525280E+02  0.2748827566886370E+01
  0.3577066295437860E+01  0.1390836798477808E+02  0.3319032484403589E+01
  0.2439845277598756E+01  0.1390836798477808E+02  0.4225935983408036E+01
  0.1782751146026881E+01  0.1264397089525280E+02  0.4542375839340425E+01
  0.3646597318627012E+00  0.1264397089525280E+02  0.4866045950712099E+01
 -0.3646597318626995E+00  0.1390836798477808E+02  0.4866045950712099E+01
 -0.1782751146026882E+01  0.1390836798477808E+02  0.4542375839340425E+01
 -0.2439845277598755E+01  0.1264397089525280E+02  0.4225935983408037E+01
 -0.3577066295437860E+01  0.1264397089525280E+02  0.3319032484403589E+01
 -0.4031789543367728E+01  0.1390836798477808E+02  0.2748827566886371E+01
 -0.4662899595198216E+01  0.1390836798477808E+02  0.1438314040668486E+01
 -0.4825188443418911E+01  0.1264397089525280E+02  0.7272801385851133E+00
 -0.4825188443418912E+01  0.1264397089525280E+02 -0.7272801385851099E+00
 -0.4662899595198217E+01  0.1390836798477808E+02 -0.1438314040668483E+01
 -0.4031789543367728E+01  0.1390836798477808E+02 -0.2748827566886370E+01
 -0.3577066295437859E+01  0.1264397089525280E+02 -0.3319032484403589E+01
 -0.2439845277598758E+01  0.1264397089525280E+02 -0.4225935983408035E+01
 -0.1782751146026885E+01  0.1390836798477808E+02 -0.4542375839340425E+01
 -0.3646597318627028E+00  0.1390836798477808E+02 -0.4866045950712099E+01
  0.3646597318627011E+00  0.1264397089525280E+02 -0.4866045950712099E+01
  0.1782751146026879E+01  0.1264397089525280E+02 -0.4542375839340426E+01
  0.2439845277598756E+01  0.1390836798477808E+02 -0.4225935983408036E+01
  0.3577066295437858E+01  0.1390836798477808E+02 -0.3319032484403591E+01
  0.4031789543367726E+01  0.1264397089525280E+02 -0.2748827566886373E+01
  0.4662899595198216E+01  0.1264397089525280E+02 -0.1438314040668487E+01
  0.4825188443418911E+01  0.1390836798477808E+02 -0.7272801385851116E+00
  0.4825188443418911E+01  0.1643716216382865E+02  0.7272801385851119E+00
  0.4662899595198216E+01  0.1517276507430337E+02  0.1438314040668484E+01
  0.4031789543367728E+01  0.1517276507430337E+02  0.2748827566886370E+01
  0.3577066295437860E+01  0.1643716216382865E+02  0.3319032484403589E+01
  0.2439845277598756E+01  0.1643716216382865E+02  0.4225935983408036E+01
  0.1782751146026881E+01  0.1517276507430337E+02  0.4542375839340425E+01
  0.3646597318627012E+00  0.1517276507430337E+02  0.4866045950712099E+01
 -0.3646597318626995E+00  0.1643716216382865E+02  0.4866045950712099E+01
 -0.1782751146026882E+01  0.1643716216382865E+02  0.4542375839340425E+01
 -0.2439845277598755E+01  0.1517276507430337E+02  0.4225935983408037E+01
 -0.3577066295437860E+01  0.1517276507430337E+02  0.3319032484403589E+01
 -0.4031789543367728E+01  0.1643716216382865E+02  0.2748827566886371E+01
 -0.4662899595198216E+01  0.1643716216382865E+02  0.1438314040668486E+01
 -0.4825188443418911E+01  0.1517276507430337E+02  0.7272801385851133E+00
 -0.4825188443418912E+01  0.1517276507430337E+02 -0.7272801385851099E+00
 -0.4662899595198217E+01  0.1643716216382865E+02 -0.1438314040668483E+01
 -0.4031789543367728E+01  0.1643716216382865E+02 -0.2748827566886370E+01
 -0.3577066295437859E+01  0.1517276507430337E+02 -0.3319032484403589E+01
 -0.2439845277598758E+01  0.1517276507430337E+02 -0.4225935983408035E+01
 -0.1782751146026885E+01  0.1643716216382865E+02 -0.4542375839340425E+01
 -0.3646597318627028E+00  0.1643716216382865E+02 -0.4866045950712099E+01
  0.3646597318627011E+00  0.1517276507430337E+02 -0.4866045950712099E+01
  0.1782751146026879E+01  0.1517276507430337E+02 -0.4542375839340426E+01
  0.2439845277598756E+01  0.1643716216382865E+02 -0.4225935983408036E+01
  0.3577066295437858E+01  0.1643716216382865E+02 -0.3319032484403591E+01
  0.4031789543367726E+01  0.1517276507430337E+02 -0.2748827566886373E+01
  0.4662899595198216E+01  0.1517276507430337E+02 -0.1438314040668487E+01
  0.4825188443418911E+01  0.1643716216382865E+02 -0.7272801385851116E+00
  0.4825188443418911E+01  0.1896595634287921E+02  0.7272801385851119E+00
  0.4662899595198216E+01  0.1770155925335392E+02  0.1438314040668484E+01
  0.4031789543367728E+01  0.1770155925335392E+02  0.2748827566886370E+01
  0.3577066295437860E+01  0.1896595634287921E+02  0.3319032484403589E+01
  0.2439845277598756E+01  0.1896595634287921E+02  0.4225935983408036E+01
  0.1782751146026881E+01  0.1770155925335392E+02  0.4542375839340425E+01
  0.3646597318627012E+00  0.1770155925335392E+02  0.4866045950712099E+01
 -0.3646597318626995E+00  0.1896595634287921E+02  0.4866045950712099E+01
 -0.1782751146026882E+01  0.1896595634287921E+02  0.4542375839340425E+01
 -0.2439845277598755E+01  0.1770155925335392E+02  0.4225935983408037E+01
 -0.3577066295437860E+01  0.1770155925335392E+02  0.3319032484403589E+01
 -0.4031789543367728E+01  0.1896595634287921E+02  0.2748827566886371E+01
 -0.4662899595198216E+01  0.1896595634287921E+02  0.1438314040668486E+01
 -0.4825188443418911E+01  0.1770155925335392E+02  0.7272801385851133E+00
 -0.4825188443418912E+01  0.1770155925335392E+02 -0.7272801385851099E+00
 -0.4662899595198217E+01  0.1896595634287921E+02 -0.1438314040668483E+01
 -0.4031789543367728E+01  0.1896595634287921E+02 -0.2748827566886370E+01
 -0.3577066295437859E+01  0.1770155925335392E+02 -0.3319032484403589E+01
 -0.2439845277598758E+01  0.1770155925335392E+02 -0.4225935983408035E+01
 -0.1782751146026885E+01  0.1896595634287921E+02 -0.4542375839340425E+01
 -0.3646597318627028E+00  0.1896595634287921E+02 -0.4866045950712099E+01
  0.3646597318627011E+00  0.1770155925335392E+02 -0.4866045950712099E+01
  0.1782751146026879E+01  0.1770155925335392E+02 -0.4542375839340426E+01
  0.2439845277598756E+01  0.1896595634287921E+02 -0.4225935983408036E+01
  0.3577066295437858E+01  0.1896595634287921E+02 -0.3319032484403591E+01
  0.4031789543367726E+01  0.1770155925335392E+02 -0.2748827566886373E+01
  0.4662899595198216E+01  0.1770155925335392E+02 -0.1438314040668487E+01
  0.4825188443418911E+01  0.1896595634287921E+02 -0.7272801385851116E+00
  0.4825188443418911E+01  0.2149475052192977E+02  0.7272801385851119E+00
  0.4662899595198216E+01  0.2023035343240448E+02  0.1438314040668484E+01
  0.4031789543367728E+01  0.2023035343240448E+02  0.2748827566886370E+01
  0.3577066295437860E+01  0.2149475052192977E+02  0.3319032484403589E+01
  0.2439845277598756E+01  0.2149475052192977E+02  0.4225935983408036E+01
  0.1782751146026881E+01  0.2023035343240448E+02  0.4542375839340425E+01
  0.3646597318627012E+00  0.2023035343240448E+02  0.4866045950712099E+01
 -0.3646597318626995E+00  0.2149475052192977E+02  0.4866045950712099E+01
 -0.1782751146026882E+01  0.2149475052192977E+02  0.4542375839340425E+01
 -0.2439845277598755E+01  0.2023035343240448E+02  0.4225935983408037E+01
 -0.3577066295437860E+01  0.2023035343240448E+02  0.3319032484403589E+01
 -0.4031789543367728E+01  0.2149475052192977E+02  0.2748827566886371E+01
 -0.4662899595198216E+01  0.2149475052192977E+02  0.1438314040668486E+01
 -0.4825188443418911E+01  0.2023035343240448E+02  0.7272801385851133E+00
 -0.4825188443418912E+01  0.2023035343240448E+02 -0.7272801385851099E+00
 -0.4662899595198217E+01  0.2149475052192977E+02 -0.1438314040668483E+01
 -0.4031789543367728E+01  0.2149475052192977E+02 -0.2748827566886370E+01
 -0.3577066295437859E+01  0.2023035343240448E+02 -0.3319032484403589E+01
 -0.2439845277598758E+01  0.2023035343240448E+02 -0.4225935983408035E+01
 -0.1782751146026885E+01  0.2149475052192977E+02 -0.4542375839340425E+01
 -0.3646597318627028E+00  0.2149475052192977E+02 -0.4866045950712099E+01
  0.3646597318627011E+00  0.2023035343240448E+02 -0.4866045950712099E+01
  0.1782751146026879E+01  0.2023035343240448E+02 -0.4542375839340426E+01
  0.2439845277598756E+01  0.2149475052192977E+02 -0.4225935983408036E+01
  0.3577066295437858E+01  0.2149475052192977E+02 -0.3319032484403591E+01
  0.4031789543367726E+01  0.2023035343240448E+02 -0.2748827566886373E+01
  0.4662899595198216E+01  0.2023035343240448E+02 -0.1438314040668487E+01
  0.4825188443418911E+01  0.2149475052192977E+02 -0.7272801385851116E+00
  0.4825188443418911E+01  0.2402354470098033E+02  0.7272801385851119E+00
  0.4662899595198216E+01  0.2275914761145505E+02  0.1438314040668484E+01
  0.4031789543367728E+01  0.2275914761145505E+02  0.2748827566886370E+01
  0.3577066295437860E+01  0.2402354470098033E+02  0.3319032484403589E+01
  0.2439845277598756E+01  0.2402354470098033E+02  0.4225935983408036E+01
  0.1782751146026881E+01  0.2275914761145505E+02  0.4542375839340425E+01
  0.3646597318627012E+00  0.2275914761145505E+02  0.4866045950712099E+01
 -0.3646597318626995E+00  0.2402354470098033E+02  0.4866045950712099E+01
 -0.1782751146026882E+01  0.2402354470098033E+02  0.4542375839340425E+01
 -0.2439845277598755E+01  0.2275914761145505E+02  0.4225935983408037E+01
 -0.3577066295437860E+01  0.2275914761145505E+02  0.3319032484403589E+01
 -0.4031789543367728E+01  0.2402354470098033E+02  0.2748827566886371E+01
 -0.4662899595198216E+01  0.2402354470098033E+02  0.1438314040668486E+01
 -0.4825188443418911E+01  0.2275914761145505E+02  0.7272801385851133E+00
 -0.4825188443418912E+01  0.2275914761145505E+02 -0.7272801385851099E+00
 -0.4662899595198217E+01  0.2402354470098033E+02 -0.1438314040668483E+01
 -0.4031789543367728E+01  0.2402354470098033E+02 -0.2748827566886370E+01
 -0.3577066295437859E+01  0.2275914761145505E+02 -0.3319032484403589E+01
 -0.2439845277598758E+01  0.2275914761145505E+02 -0.4225935983408035E+01
 -0.1782751146026885E+01  0.2402354470098033E+02 -0.4542375839340425E+01
 -0.3646597318627028E+00  0.2402354470098033E+02 -0.4866045950712099E+01
  0.3646597318627011E+00  0.2275914761145505E+02 -0.4866045950712099E+01
  0.1782751146026879E+01  0.2275914761145505E+02 -0.4542375839340426E+01
  0.2439845277598756E+01  0.2402354470098033E+02 -0.4225935983408036E+01
  0.3577066295437858E+01  0.2402354470098033E+02 -0.3319032484403591E+01
  0.4031789543367726E+01  0.2275914761145505E+02 -0.2748827566886373E+01
  0.4662899595198216E+01  0.2275914761145505E+02 -0.1438314040668487E+01
  0.4825188443418911E+01  0.2402354470098033E+02 -0.7272801385851116E+00
